clip_id,language,source_id,speaker_id,path,start_sec,end_sec,duration_sec,asr_text
hi_01_003,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_003.wav,38.90,53.30,14.70,पन्ना की बातों को वो प्राचीन मर्यादा अनुसार आँखें बंद करके मान लेता था। रघु की शिकायतों की ज़रा परवाह ना करता। नतीजा ये हुआ कि रघु ने शिकायत करना ही छोड़ दिया। किसके सामने रोए?
hi_01_004,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_004.wav,54.40,66.50,12.40,"बाप ही नहीं, सारा गांव उसका दुश्मन था। बड़ा जिद्दी लड़का है। पन्ना को तो कुछ समझता ही नहीं। बेचारी उसका दुलार करती है, खिलाती पिलाती है। यह सब उसी का फल है।"
hi_01_005,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_005.wav,67.50,80.30,13.10,दूसरी औरत होती तो निबाह ना होता। वह तो कहो पन्ना इतनी सीधी सादी है कि निबाह होता जाता है। सबल की शिकायतें सब सुनते हैं निर्बल की फरियाद भी कोई नहीं सुनता।
hi_01_006,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_006.wav,81.30,95.80,14.80,"रग्घु का हृदय माँ की ओर से दिन दिन फटता जाता था। यहाँ तक कि आठ साल गुज़र गए। और एक दिन भोला के नाम भी मृत्यु का संदेश आ पहुँचा। पन्ना के चार बच्चे थे, तीन बेटे और एक बेटी।"
hi_01_007,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_007.wav,96.50,108.80,12.60,इतना बड़ा खर्च और कमाने वाला कोई नहीं। रग्गू अब क्यों बात पूछने लगा? यह मानी हुई बात थी। अपनी स्त्री लाएगा और अलग रहेगा। स्त्री आकर और भी आग लगाएगी।
hi_01_008,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_008.wav,109.90,121.70,12.10,"पन्ना को चारों ओर अंधेरा ही अंधेरा दिखाई देता था, पर कुछ भी हो वो रघु की आश्रयत बनकर घर में ना रहेगी, जिस घर में उसने राज किया उसमें अब लौंडी ना बनेगी।"
hi_01_009,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_009.wav,122.50,134.70,12.50,"जिस लौंडे को अपना गुलाम समझा उसका मुंह ना ताकेगी। वह सुंदर थी, अवस्था अभी कुछ ऐसी ज़्यादा न थी। जवानी अपनी पूरी बहार पर थी। क्या वह कोई दूसरा घर नहीं कर सकती?"
hi_01_010,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_010.wav,135.60,144.90,9.60,यही ना होगा लोग हसेंगे बला से। उसकी बिरादरी में क्या ऐसा होता नहीं? ब्राह्मण ठाकुर थोड़ी ही थे कि नाक कट जाएगी।
hi_01_011,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_011.wav,146.00,160.90,15.20,"यह तो उन्हीं ऊंची जातों में होता है कि घर में चाहे जो कुछ करो, बाहर पर्दा ढका रहे। वह तो संसार को दिखाकर दूसरा घर कर सकती है, फिर वह रग्गू की दबेल बनकर क्यों रहे? भोला को मरे एक महीना गुजर चुका था।"
hi_01_012,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_012.wav,161.30,173.90,12.90,"संध्या हो गई थी। पन्ना इसी चिंता में थी कि सहसा उसे ख्याल आया लड़के घर में नहीं हैं। यह बैलों के लौटने की बेला है, कहीं कोई लड़का उनके नीचे ना आ जाए।"
hi_01_013,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_013.wav,174.80,189.50,15.00,"आप द्वार पर कौन हैं जो उनकी देखभाल करेगा? रग्गू को मेरे लड़के फूटी आँखों नहीं भाते, कभी हंसकर नहीं बोलता। घर से बाहर निकली तो देखा रग्गू सामने झोपड़े में बैठा ऊख की गंडेरिया बना रहा है।"
hi_01_014,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_014.wav,190.40,202.50,12.40,लड़के उसे घेरे खड़े हैं और छोटी लड़की उसकी गर्दन में हाथ डाले उसकी पीठ पर सवार होने की चेष्टा कर रही है। पन्ना को अपनी आँखों पर विश्वास ना आया। आज तो यह नई बात है।
hi_01_015,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_015.wav,203.10,217.60,14.80,"शायद दुनिया को दिखाता है कि मैं अपने भाइयों को कितना चाहता हूँ और मन में छुरी रखी हुई है। घात मिले तो जान ही ले ले। काला सांप है काला सांप। कठोर स्वर में बोली, तुम सब के सब यहाँ क्या करते हो?"
hi_01_016,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_016.wav,218.20,231.70,13.80,"घर में जाओ, साँझ की बेला है, गोरू आते होंगे। रघु ने विनीत नेत्रों से देखकर कहा, मैं तो हूँ ही काकी, डर किस बात का? बड़ा लड़का केदार बोला, काकी!"
hi_01_017,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_017.wav,232.20,242.80,10.90,"रघु दादा ने हमारे लिए दो गाड़ियां बना दी हैं। यह देख, एक पर हम और खुन्नू बैठेंगे, दूसरी पर लक्ष्मण और झुनिया। दादा दोनों गाड़ियां खींचेंगे।"
hi_01_018,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_018.wav,243.70,258.20,14.80,"यह कहकर वह एक कोने से दो छोटी-छोटी गाड़ियाँ निकाल लाया। चार-चार पहिए लगे थे। बैठने के लिए तख्ते और रोक के लिए दोनों तरफ बाज़ू थे। पन्ना ने आश्चर्य से पूछा, यह गाड़ियाँ किसने बनाईं?"
hi_01_019,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_019.wav,259.20,272.20,13.30,"केदार ने चिढ़कर कहा, रग्गू दादा ने बनाई है और किसने? भगत के घर से बसूला और रुखानी मांग लाए और चटपट बना दी। खूब दौड़ती है काकी। बैठ खुन्नू मैं खींचू?"
hi_01_020,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_020.wav,273.60,287.90,14.60,"खुन्नू गाड़ी में बैठ गया। केदार खींचने लगा। चर चर शोर हुआ मानो गाड़ी भी इस खेल में लड़कों के साथ शरीक है। लक्ष्मण ने दूसरी गाड़ी में बैठकर कहा, दादा खींचो!"
hi_01_021,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_021.wav,289.20,302.70,13.80,रघु ने झुनिया को भी गाड़ी में बिठा लिया और गाड़ी खींचता हुआ दौड़ा। तीनों लड़के तालियां बजाने लगे। पन्ना चकित नेत्रों से यह दृश्य देख रही थी और सोच रही थी कि यह वही रघु है या कोई और।
hi_01_022,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_022.wav,303.60,318.60,15.30,"थोड़ी देर के बाद, दोनों गाड़ियां लौटी। लड़के घर में जाकर इस यान यात्रा के अनुभव बयान करने लगे। कितने खुश थे सब, मानो हवाई जहाज पर बैठ आए हों। खुन्नू ने कहा,"
hi_01_023,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_023.wav,319.40,334.10,15.00,काकी सब पेड़ दौड़ रहे थे। लक्ष्मण और बच्छिया कैसी भागी? सब की सब दौड़ी। केदार काकी रघु दादा दोनों गाड़ियां एक साथ खींच ले जाते हैं। झुनिया सबसे छोटी थी।
hi_01_024,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_024.wav,335.10,346.80,12.00,"उसकी व्यंजना शक्ति उछल कूद और नेत्रों तक परिमित थी। तालियाँ बजा बजा कर नाच रही थी। खुन्नू, अब हमारे घर गाय भी आ जाएगी काकी?"
hi_01_025,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_025.wav,347.40,360.20,13.10,"रघु दादा ने गिरधारी से कहा है कि हमें एक गाय ला दो। गिरधारी बोला कल लाऊंगा। केदार, तीन सेर दूध देती है काकी? खूब दूध पिएंगे।"
hi_01_026,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_026.wav,361.20,374.20,13.30,"इतने में रग्घू भी अंदर आ गया। पन्ना ने अवहेलना की दृष्टि से देखकर पूछा, क्यों रग्घू? तुमने गिरधारी से कोई गाय मांगी है? रग्घू ने क्षमा प्रार्थना के भाव से कहा।"
hi_01_027,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_027.wav,375.20,389.90,15.00,हाँ मांगी तो है। कल आवेगा। पन्ना। रुपये किसके घर से आएंगे यह कभी सोचा है? रघु। सब सोच लिया है काकी। मेरी यह मुहर नहीं है।
hi_01_028,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_028.wav,390.70,405.70,15.30,"इसके ₹25 मिल रहे हैं, ₹5 बछिया के मुजरा दे दूंगा। बस गाय अपनी हो जाएगी। पन्ना सन्नाटे में आ गई। अब उसका अविश्वासी मन भी रघु के प्रेम और सज्जनता को अस्वीकार न कर सका।"
hi_01_029,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_029.wav,406.40,420.30,14.20,"बोली, मोहर को क्यों बेची देते हो? गाय की अभी कौन जल्दी है? हाथ में पैसे हो जाए तो ले लेना। सूना सूना गला अच्छा ना लगेगा। इतने दिनों गाय नहीं रही तो क्या लड़के नहीं जिए?"
hi_01_030,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_030.wav,421.60,435.90,14.60,रघु दार्शनिक भाव से बोला। बच्चों के खाने पीने के यही दिन है काकी। इस उम्र में ना खाया तो फिर क्या खाएंगे? मुहर पहनना मुझे अच्छा भी नहीं मालूम होता। लोग समझेंगे कि बाप तो मर गया।
hi_01_031,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_031.wav,436.30,449.40,13.40,इसे मोहर पहनने की सूझी है। भोला महत तो गाय की चिंता ही में चल बसे। ना रुपये आए और ना गाय मिली। मजबूर थे। रघु ने यह समस्या कितनी सुगमता से हल कर दी।
hi_01_032,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_032.wav,450.80,464.30,13.80,"आज जीवन में पहली बार पन्ना को रघु पर विश्वास आया। बोली, जब गहना ही बेचना है, तो अपनी मोहर क्यों बेचोगे? मेरी हंसली ले लेना। रघु, नहीं काकी।"
hi_01_033,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_033.wav,465.20,479.90,15.00,"वह तुम्हारे गले में बहुत अच्छी लगती है। मर्दों को क्या, मोहर पहने या ना पहने? पन्ना, चल, मैं बूढ़ी हुई। अब हंसली पहनकर क्या करना है? तू अभी लड़का है, तेरा गला अच्छा ना लगेगा।"
hi_01_034,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_034.wav,481.00,491.70,11.00,"रग्गू मुस्कुराकर बोला, तुम अभी से कैसी बूढ़ी हो गई? गांव में कौन है तुम्हारे बराबर? रग्गू की सरल आलोचना ने पन्ना को लज्जित कर दिया।"
hi_01_035,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_035.wav,492.60,504.40,12.10,उसके रूखे मुरझाए मुख पर प्रसन्नता की लाली दौड़ गई। पांच साल गुजर गए। रघु का सा मेहनती ईमानदार बात का धनी दूसरा किसान गांव में ना था।
hi_01_036,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_036.wav,505.30,518.50,13.50,"पन्ना की इच्छा के बिना कोई काम न करता, उसकी उम्र अब 23 साल की हो गई थी। पन्ना बार-बार कहती, भैया बहू को विदा करा लाओ, कब तक नेहर में पड़ी रहेगी?"
hi_01_037,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_037.wav,519.00,532.60,13.90,"सब लोग मुझ ही को बदनाम करते हैं कि यही बहू को नहीं आने देती, मगर रघु टाल देता। कहता कि अभी जल्दी क्या है? उसे अपनी स्त्री के रंग ढंग का कुछ परिचय दूसरों से मिल चुका था।"
hi_01_038,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_038.wav,533.60,546.00,12.70,"ऐसी औरत को घर में लाकर वह अपनी शांति में बाधा नहीं डालना चाहता था। आखिर एक दिन पन्ना ने ज़िद करके कहा, तो तुम ना लाओगे? कह दिया कि अभी कोई जल्दी नहीं।"
hi_01_039,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_039.wav,546.60,560.40,14.10,"तुम्हारे लिए जल्दी ना होगी, मेरे लिए तो जल्दी है। मैं आज आदमी भेजती हूँ। पछताओगी काकी। उसका मिज़ाज़ अच्छा नहीं है। तुम्हारी बला से? जब मैं उससे बोलूँगी ही नहीं, तो क्या हवा से लड़ेगी?"
hi_01_040,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_040.wav,561.40,576.30,15.20,रोटियां तो बना लेगी। मुझसे भीतर बाहर का सारा काम नहीं होता। मैं आज बुलाई लेती हूँ। बुलाना चाहती हो बुला लो। मगर फिर ये ना कहना कि ये मेहरिया को ठीक नहीं करता। उसका गुलाम हो गया।
hi_01_041,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_041.wav,577.20,591.30,14.40,ना कहूंगी। जाकर दो साड़ियां और मिठाई ले आ। तीसरे दिन मुलिया मैके से आ गई। दरवाजे पर नगाड़े बजे। शहनाइयों की मधुर ध्वनि आकाश में गूंजने लगी। मुंह दिखावे की रस्म अदा हुई।
hi_01_042,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_042.wav,592.10,605.80,14.00,"वह इस मरुभूमि में निर्मल जलधारा थी, गेहूँ का रंग था, बड़ी-बड़ी नुकीली पलकें, कपोलों पर हल्की सुर्खी, आँखों में प्रबल आकर्षण। रघु उसे देखते ही मंत्रमुग्ध हो गया।"
hi_01_043,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_043.wav,607.10,619.90,13.10,"प्रातःकाल पानी का घड़ा लेकर चलती, तब उसका गेहुआ रंग प्रभात की सुनहरी किरणों से कुंदन हो जाता। मानो उषा अपनी सारी सुगंध, सारा विकास और उन्माद लिए मुस्कुराती चली जाती हो।"
hi_01_044,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_044.wav,621.90,634.80,13.20,मुलिया मैके से ही जली भुनी आई थी। मेरा शौहर छाती फाड़कर काम करे और पन्ना रानी बनी बैठी रहे। उसके लड़के रईस जादे बने घूमे। मुलिया से यह बर्दाश्त ना होगा।
hi_01_045,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_045.wav,635.50,650.20,15.00,"वह किसी की गुलामी ना करेगी। अपने लड़के तो अपने होते ही नहीं, भाई किसके होते हैं? जब तक पर नहीं निकलते हैं, रग्गू को घेरे हुए हैं। ज्यों ही ज़रा सयाने हुए, पर झाड़ कर निकल जाएंगे, बात भी ना पूछेंगे।"
hi_01_046,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_046.wav,651.30,665.80,14.80,"एक दिन उसने रग्घु से कहा, तुम्हें इस तरह गुलामी करनी हो तो कर मुझसे ना होगी। रग्घु, तो फिर क्या करूं? तू ही बता। लड़के तो अभी घर का काम करने लायक भी नहीं हैं। मुलिया।"
hi_01_047,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_047.wav,666.10,678.50,12.70,"लड़के रावत के हैं, कुछ तुम्हारे नहीं हैं। यही पन्ना है जो तुम्हें दाने दाने को तरसाती थी। सब सुन चुकी हूँ, मैं लौंडी बनकर ना रहूँगी। रुपये पैसे का मुझे हिसाब नहीं मिलता।"
hi_01_048,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_048.wav,679.10,693.40,14.60,"ना जाने तुम क्या लाते हो और वो क्या करती है। तुम समझते हो रुपए घर ही में तो हैं, मगर देख लेना तुम्हें जो एक फूटी कौड़ी भी मिले। रघु, रुपए पैसे तेरे हाथ में देने लगूं तो दुनिया क्या कहेगी?"
hi_01_049,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_049.wav,694.00,708.90,15.20,"यह तो सोच। मुलिया, दुनिया के हाथों बिकी नहीं हूं। देख लेना भाड़ लीप कर हाथ काला ही रहेगा। फिर तुम अपने भाइयों के लिए मरो, मैं क्यों मरूं? रघु ने कुछ जवाब ना दिया।"
hi_01_050,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_050.wav,709.90,723.00,13.40,"उसे जिस बात का भय था, वह इतनी जल्द सिर पर आ पड़ी। अब अगर उसने बहुत तत्थो थंभो किया, तो साल छह महीने और काम चलेगा। बस आगे यह डोंगा चलता नजर नहीं आता।"
hi_01_051,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_051.wav,724.00,736.00,12.30,बकरे की माँ कब तक खैर मनाएगी? एक दिन पन्ना ने महुए का सुखावन डाला। बरसात शुरू हो गई थी। बखार में अनाज गीला हो रहा था। मुलिया से बोली।
hi_01_052,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_052.wav,736.60,751.10,14.80,"बहू, ज़रा देखती रहना मैं तालाब से नहा आऊँ। मुलिया ने लापरवाही से कहा, मुझे नींद आ रही है, तुम बैठकर देखो। एक दिन ना नहाओगी तो क्या होगा? पन्ना ने साड़ी उतार कर रख दी। नहाने ना गई।"
hi_01_053,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_053.wav,752.20,765.00,13.10,"मुलिया का वार खाली गया। कई दिन के बाद एक शाम को पन्ना धान रोप कर लौटी। अंधेरा हो गया था। दिन भर की भूखी थी, आशा थी बहू ने रोटी बना रखी होगी।"
hi_01_054,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_054.wav,765.70,779.20,13.80,"मगर देखा तो यहां चूल्हा ठंडा पड़ा हुआ था और बच्चे मारे भूख के तड़प रहे थे। पन्ना ने आहिस्ते से पूछा, आज अभी चूल्हा नहीं जला? केदार ने कहा,"
hi_01_055,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_055.wav,780.20,794.20,14.30,"आज दोपहर को भी चूल्हा नहीं जला काकी। भाभी ने कुछ बनाया ही नहीं। पन्ना, तो तुम लोगों ने खाया क्या? केदार, कुछ नहीं रात की रोटियां थी। खुन्नू और लक्ष्मण ने खाई।"
hi_01_056,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_056.wav,794.90,808.60,14.00,"मैंने सत्तू खा लिया। पन्ना और बहू केदार। वो पड़ी सो रही है, कुछ नहीं खाया। पन्ना ने उसी वक्त चूल्हा जलाया और खाना बनाने बैठ गई।"
hi_01_057,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_057.wav,810.00,824.10,14.40,"आटा गूँथती थी और रोती थी। क्या नसीब है? दिन भर खेत में जली, घर आई तो चूल्हे के सामने चलना पड़ा। केदार का चौदहवाँ साल था। भाभी के रंग ढंग देखकर सारी स्थिति समझ रहा था।"
hi_01_058,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_058.wav,824.60,838.30,14.00,"बोला, काकी, भाभी अब तुम्हारे साथ रहना नहीं चाहती। पन्ना ने चौंक कर पूछा, क्या कुछ कहती थी? केदार, कहती कुछ नहीं थी मगर है उसके मन में यही बात।"
hi_01_059,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_059.wav,839.60,854.30,15.00,"फिर तुम क्यों नहीं उसे छोड़ देती? जैसे चाहे रहे, हमारा भी भगवान है। पन्ना ने दांतों से जीभ दबाकर कहा, चुप, मेरे सामने ऐसी बात भूलकर भी ना करना। रग्गू तुम्हारा भाई नहीं, तुम्हारा बाप है।"
hi_01_060,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_060.wav,855.00,867.00,12.30,मूलिया से कभी बोलोगे तो समझ लेना ज़हर खा लूँगी। दशहरे का त्यौहार आया। इस गाँव से कोस भर एक पूर्वे में मेला लगता था। गाँव के सब लड़के मेला देखने चले।
hi_01_061,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_061.wav,867.90,880.60,13.00,"पन्ना भी लड़कों के साथ चलने को तैयार हुई, मगर पैसे कहाँ से आए? कुंजी तो मुलिया के पास थी। रग्गू ने मुलिया से कहा, लड़के मेले जा रहे हैं, सबों को दो-दो पैसे दे दो।"
hi_01_062,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_062.wav,881.50,895.50,14.30,"मुलिया ने त्योरियाँ चढ़ाकर कहा, पैसे घर में नहीं हैं। रग्घु, अभी तो तेलहन बिका था, क्या इतनी जल्दी रुपए उठ गए? मुलिया, हाँ उठ गए। रग्घु।"
hi_01_063,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_063.wav,895.90,908.40,12.80,"कहाँ उठ गए ज़रा सुनो? आज त्यौहार के दिन लड़के मेला देखने ना जाएंगे? मूलिया, अपनी काकी से कहो पैसे निकालें, गाड़ कर क्या करेंगी? खूंटी पर कुंजी लटक रही थी।"
hi_01_064,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_064.wav,909.40,917.80,8.70,"रग्गू ने कुंजी उतारी और चाहा कि संदूक खोले कि मुलिया ने उसका हाथ पकड़ लिया और बोली, कुंजी मुझे दे दो नहीं तो ठीक ना होगा।"
hi_01_065,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_065.wav,918.60,931.90,13.60,"खाने पहनने को भी चाहिए, कागज़ किताब को भी चाहिए, उस पर मेला देखने को भी चाहिए। हमारी कमाई इसलिए नहीं है कि दूसरे खाएं और मूछों पर ताव दें। पन्ना ने रग्गू से कहा, भैया पैसे क्या होंगे?"
hi_01_066,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_066.wav,932.30,946.20,14.20,"लड़के मेला देखने ना जाएंगे। रग्गू ने झिड़क कर कहा, मेला देखने क्यों ना जाएंगे? सारा गांव जा रहा है, हमारे ही लड़के ना जाएंगे? यह कहकर रग्गू ने अपना हाथ छुड़ा लिया और पैसे निकालकर लड़कों को दे दिए।"
hi_01_067,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_067.wav,947.00,961.50,14.80,"मगर कुंजी जब मुलिया को देने लगा, तब उसने उसे आंगन में फेंक दिया और मुंह लपेट कर लेट गई। लड़के मेला देखने ना गए। इसके बाद दो दिन गुजर गए। मुलिया ने कुछ नहीं खाया और पन्ना भी भूखी रही।"
hi_01_068,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_068.wav,962.50,975.60,13.40,"रघु कभी इसे मनाता कभी उसे, पर ना यह उठती ना वह। आखिर रघु ने हैरान होकर मुलिया से पूछा, कुछ मुंह से तो कह चाहती क्या है? मुलिया ने धरती को संबोधित करके कहा।"
hi_01_069,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_069.wav,977.20,991.10,14.20,"मैं कुछ नहीं चाहती। मुझे मेरे घर पहुंचा दो। रग्गू। अच्छा उठ, बना खा, पहुंचा दूंगा। मुलिया ने रग्गू की ओर आंखें उठाई। रग्गू उसकी सूरत देखकर डर गया।"
hi_01_070,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_070.wav,991.60,1006.20,14.90,"वह माधुर्य, वह मोहकता, वह लावण्य गायब हो गया था। दांत निकल आए थे, आंखें फट गई थी और नथने फड़क रहे थे। अंगारी किसी लाल आंखों से देखकर बोली, अच्छा, तो काकी ने यह सलाह दी है?"
hi_01_071,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_071.wav,1006.60,1020.70,14.40,यह मंत्र पढ़ाया है। तो यहां ऐसी कच्ची नहीं हूं। तुम दोनों की छाती पर मूंग धलूंगी। वो किस फेर में? रग्गू। अच्छा तो मूंग ही धल लेना। कुछ खा पी लेगी तभी तो मूंग धल सकेगी।
hi_01_072,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_072.wav,1021.90,1034.70,13.10,मुलिया। अब तो तभी मुंह में पानी डालूंगी जब घर अलग हो जाएगा। बहुत झेल चुकी अब नहीं झेला जाता। रग्गू सन्नाटे में आ गया। एक मिनट तक उसके मुंह से आवाज ही ना निकली।
hi_01_073,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_073.wav,1035.50,1049.60,14.40,अलग होने की उसने स्वप्न में भी कल्पना न की थी। उसने गांव में दो चार परिवारों को अलग होते देखा था। वह खूब जानता था रोटी के साथ लोगों के हृदय भी अलग हो जाते हैं। अपने हमेशा के लिए गैर हो जाते हैं।
hi_01_074,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_074.wav,1050.30,1064.70,14.70,फिर उनमें वही नाता रह जाता है जो गांव के और आदमियों में। रघु ने मन में ठान लिया था कि इस विपत्ति को घर में ना आने दूंगा। मगर होनहार के सामने उसकी एक ना चली। मेरे मुंह में कालिख लगेगी।
hi_01_075,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_075.wav,1065.20,1079.70,14.80,"दुनिया यही कहेगी कि बाप के मर जाने पर 10 साल भी एक में निबाह ना हो सका। फिर किससे अलग हो जाऊँ? जिनको गोद में खिलाया, जिनको बच्चों की तरह पाला, जिनके लिए तरह-तरह के कष्ट झेले।"
hi_01_076,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_076.wav,1080.10,1093.30,13.50,"उन्हीं से अलग हो जाऊं? अपने प्यारों को घर से निकाल बाहर करूं? उसका गला फंस गया। कांपते हुए स्वर में बोला, तू क्या चाहती है कि मैं अपने भाइयों से अलग हो जाऊं? भला सोच तो!"
hi_01_077,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_077.wav,1094.40,1107.80,13.70,"कहीं मुंह दिखाने लायक रहूंगा? मुलिया, तो मेरा इन लोगों के साथ निबाह ना होगा। रघु, तो तू अलग हो जा। मुझे अपने साथ क्यों घसीटती है?"
hi_01_078,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_078.wav,1109.50,1124.10,14.90,मुलिया। तो मुझे क्या तुम्हारे घर में मिठाई मिलती है? मेरे लिए क्या संसार में जगह नहीं है? रग्गू। तेरी जैसी मर्जी। जहां चाहे रह। मैं अपने घर वालों से अलग नहीं हो सकता।
hi_01_079,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_079.wav,1125.80,1140.00,14.50,"जिस दिन इस घर में दो चूल्हे जलेंगे, उस दिन मेरे कलेजे के दो टुकड़े हो जाएंगे। मैं यह चोट नहीं सह सकता। तुझे जो तकलीफ हो, वह मैं दूर कर सकता हूं। माल असबाब की मालकिन तू है ही।"
hi_01_080,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_080.wav,1141.00,1153.20,12.50,अनाज पानी तेरे ही हाथ है। अब रह क्या गया है? अगर कुछ काम धंधा करना नहीं चाहती मत कर। भगवान ने मुझे समाई दी होती तो मैं तुझे तिनका तक उठाने ना देता।
hi_01_081,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_081.wav,1154.30,1166.80,12.80,तेरे ये सुकुमार हाथ पांव मेहनत मजदूरी करने के लिए बनाए ही नहीं गए हैं। मगर क्या करूं? अपना कुछ बस ही नहीं है। फिर भी तेरा जी कोई काम करने को ना चाहे मत कर।
hi_01_082,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_082.wav,1167.50,1180.80,13.60,मगर मुझसे अलग होने को ना कह। तेरे पैरों पड़ता हूं। मुलिया ने सिर से आंचल खिसकाया और जरा समीप आकर बोली। मैं काम से नहीं डरती। ना बैठे-बैठे खाना चाहती हूं।
hi_01_083,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_083.wav,1181.80,1195.10,13.60,मगर मुझसे किसी की धौंस नहीं सही जाती। तुम्हारी ही काकी घर का कामकाज करती हैं तो अपने लिए करती हैं। अपने बाल बच्चों के लिए करती हैं। मुझ पर कुछ एहसान नहीं करती। फिर मुझ पर धौंस क्यों जमाती हैं?
hi_01_084,hi,hi_01,hi_kahanisuno,data/clips/hi/hi_01_084.wav,1196.00,1210.30,14.60,"उन्हें अपने बच्चे प्यारे होंगे, मुझे तो तुम्हारा आसरा है। मैं अपनी आँखों से यह नहीं देख सकती कि सारा घर तो चैन करे, ज़रा ज़रा से बच्चे तो दूध पिएं और जिसके बलबूते पर गृहस्थी बनी हुई है, वह मट्ठे को तरसे।"
